Customer ID,Marital_Status,Income_in_Thousands,Number_of_Children,Level_of_Education_,Age_Category_,Total_Spend,Number_Transactions,X$T_TwoStep
693,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
693,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
693,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
693,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
696,Married,133,3,Some High School,35 - 49,17.518,18.5,Low Value Married No Kids
696,Married,133,3,Some High School,35 - 49,17.518,18.5,Low Value Married No Kids
696,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
696,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
697,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
697,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
697,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
697,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
700,Single,194,4,High School Graduate,50 - 64,22.368,20.9,Young Starters
701,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
703,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
708,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
714,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
717,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
720,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
721,Married,115,3,Some High School,35 - 49,19.99,13.7,Low Value Married No Kids
728,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
729,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
730,Married,160,3,Some High School,35 - 49,23.4,15.8,Low Value Married No Kids
731,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
733,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
743,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
750,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
750,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
750,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
750,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
757,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
762,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
765,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
767,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
770,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
770,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
770,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
770,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
771,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
771,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
771,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
771,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
778,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
778,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
778,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
778,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
781,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
787,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
789,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
789,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
789,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
789,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
790,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
794,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
797,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
800,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
802,Single,255,6,Some College,20-34,46.225,30,Young Starters
805,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
806,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
807,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
807,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
807,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
807,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
817,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
817,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
817,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
817,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
820,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
823,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
824,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
831,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
832,Married,168,3,High School Graduate,50 - 64,24.495,16,Average Married No Kids
842,Married,200,3,High School Graduate,35 - 49,22.245,17,Average Married No Kids
844,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
844,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
844,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
844,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
846,Single,,4,,,28.34,,
846,Single,,4,,,28.34,,
846,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
846,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
847,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
851,Married,163,3,High School Graduate,50 - 64,19.045,15.9,Average Married No Kids
853,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
855,Married,202,3,High School Graduate,,22.505,17,
858,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
858,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
858,Single,230,4,Some College,20-34,19.46,26,Young Starters
858,Single,230,4,Some College,20-34,19.46,26,Young Starters
859,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
859,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
859,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
859,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
862,Single,120,4,High School Graduate,20-34,16.98,22,Young Starters
864,Single,230,4,Some College,20-34,26.31,25,Young Starters
865,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
869,Married,110,2,Some High School,65 and up,12.07,12.7,Low Value Married No Kids
880,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
884,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
884,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
884,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
884,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
891,Married,107,3,Some High School,65 and up,12.315,13.2,Low Value Married No Kids
891,Married,107,3,Some High School,65 and up,12.315,13.2,Low Value Married No Kids
891,Married,200,4,College Graduate,50 - 64,22.195,19,High Income Families
891,Married,200,4,College Graduate,50 - 64,22.195,19,High Income Families
894,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
894,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
894,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
894,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
894,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
894,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
894,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
894,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
894,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
895,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
895,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
895,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
895,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
896,Married,106,2,Some High School,65 and up,12.885,11.9,Low Value Married No Kids
900,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
900,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
900,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
900,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
906,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
908,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
910,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
913,Married,140,3,Some High School,35 - 49,11.799,14.5,Low Value Married No Kids
920,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
924,Married,227,3,High School Graduate,35 - 49,29.465,18.5,Average Married No Kids
924,Married,227,3,High School Graduate,35 - 49,29.465,18.5,Average Married No Kids
924,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
924,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
925,Single,120,3,High School Graduate,20-34,14.46,19,Young Starters
931,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
931,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
931,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
931,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
935,Married,210,3,High School Graduate,50 - 64,31.505,18.5,Average Married No Kids
937,Married,225,4,High School Graduate,50 - 64,37.805,19.8,Average Married No Kids
937,Married,225,4,High School Graduate,50 - 64,37.805,19.8,Average Married No Kids
937,Married,300,4,College Graduate,50 - 64,46.305,19.8,High Income Families
937,Married,300,4,College Graduate,50 - 64,46.305,19.8,High Income Families
938,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
944,Single,220,4,High School Graduate,50 - 64,34.605,17.2,Young Starters
944,Single,220,4,High School Graduate,50 - 64,34.605,17.2,Young Starters
944,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
944,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
947,Married,215,4,College Graduate,50 - 64,43.33,19,High Income Families
947,Married,215,4,College Graduate,50 - 64,43.33,19,High Income Families
947,Married,275,4,College Graduate,50 - 64,39.08,20,High Income Families
947,Married,275,4,College Graduate,50 - 64,39.08,20,High Income Families
953,Single,300,5,Some College,20-34,42.66,30,Young Starters
954,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
955,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
955,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
955,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
955,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
956,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
958,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
964,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
965,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
969,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
969,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
969,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
969,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
976,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
979,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
979,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
979,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
979,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
980,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
980,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
980,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
980,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
983,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
983,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
983,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
983,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
984,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
984,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
984,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
984,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
989,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
995,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
998,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
998,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
998,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
998,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
1002,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
1005,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
1013,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
1014,Single,170,4,High School Graduate,50 - 64,26.399,20,Young Starters
1016,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
1016,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
1016,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
1016,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
1017,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
1020,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
1020,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
1020,Married,215,3,High School Graduate,,24.15,18,
